id,grade,school_year,score
hUTBHRRzxnkW,C-,2026-2027,36
GUj2NX0pGuWq,D,2020-2021,43
pIvi3mj1Ugys,C-,2021-2022,13
VCNZHw2iyb3A,A,2019-2020,88
kXi2Z66BDnX4,A+,2002-2003,37
BdAncWiqdIZv,D,2016-2017,69
FNz4X9awXJV6,D,2005-2006,46
2OopX5Gn2us2,D,2021-2022,90
8pumBeikY872,C,2006-2007,68
TFFBjTFPoUJJ,B,2012-2013,64
nY2A0XRLXrn1,B-,2003-2004,18
wRlkYjIoqq6H,A-,2020-2021,57
v7zIKPIb1bbU,B-,2003-2004,3
ADJ0VGYxxDxq,A-,2001-2002,85
77CdNPBQTqUF,C-,2014-2015,42
4h65pr5cEDSX,B+,2017-2018,59
WFhCNSvAn1Ah,D+,2008-2009,57
82g2WrcsChLf,A,2004-2005,26
pGcaNG5QE4gQ,A,2002-2003,17
8dlN1NZ3Q8DW,C-,2020-2021,77
CqA1G8MOYzG2,A+,2001-2002,57
WgXiWNrKe8CE,A+,2006-2007,47
pCiSo5hHTwxb,B,2013-2014,37
rohYD7d25Dcj,C,2006-2007,38
MzmxvsLFE8hJ,C+,2022-2023,46
WfgmE3aARBWt,B,2001-2002,59
UffJxpVqOW7t,D-,2003-2004,93
9NuZjnxH79E4,D-,2016-2017,11
AZQi4yTjzYC2,B+,2015-2016,45
qT3v8mWDzXxn,A,2020-2021,50
fIjQeoNwPuuF,B,2006-2007,94
29cqbemFovKY,C,2003-2004,83
KFx0vyI4tYQs,C,2026-2027,31
JkJ96noLhHn8,B,2005-2006,47
jtyxKyvFc9KO,B,2013-2014,87
3hiqmffdk2XR,C+,2013-2014,45
HVC6iZ0RHqea,D,2003-2004,29
48QWCmqnXetp,B+,2006-2007,29
H7XGYoHHBdt7,A,2025-2026,1
Ssqie9rh42kN,C+,2019-2020,65
SeE2aew1F3NW,C+,2012-2013,77
w2FUgFi2B6fN,F,2025-2026,39
gPh6IVU5HzCw,F,2002-2003,42
AfqTEf72FumX,D+,2023-2024,83
z7qKG5VpMWb0,B+,2006-2007,71
wvRSqicl8VRB,A-,2021-2022,80
dOwWm3xWo1kJ,F,2005-2006,75
goyp2FXTnB2s,B,2027-2028,93
XEFDNXQJTMtG,A-,2003-2004,69
eI8UZnMqEdU9,D-,2025-2026,64
vJqWWSiWUEEJ,C,2026-2027,55
aplBvrW5Xko4,C+,2022-2023,67
M9YfpoSxnJ5g,D+,2007-2008,41
QEpF5Uer8p51,D-,2001-2002,1
DVj7YUhqHSV9,A,2008-2009,16
BRMUspph7W5l,C-,2001-2002,64
7MXujYs7tgwX,F,2006-2007,75
P5dtCsxvBSCt,C,2014-2015,54
dKXOajXC20w1,A+,2021-2022,3
ehrOx0kRVAiF,B,2022-2023,40
vGJM6cdGjYxQ,B-,2018-2019,1
QWSJS6cuPVQe,A+,2001-2002,15
UxiqYWELXqWA,D-,2015-2016,31
qpc3w1KpFkvj,B,2024-2025,32
lxtmulHGEZAZ,C-,2015-2016,90
jHL9qqZm3OYj,C-,2008-2009,35
vYV3AV360G2E,C+,2022-2023,37
j3lseT23IgKQ,C+,2015-2016,36
yxf0fKme19r5,D-,2004-2005,73
RpqTR37hNUQ7,B-,2027-2028,5
tBAteOIjaAtD,C,2019-2020,92
UGn0ihJ9ZxZf,D,2026-2027,42
ob7sIhIFFELW,D-,2004-2005,69
zBORXa16SVdS,D-,2010-2011,74
JpBNeyqMH49D,A,2005-2006,93
vBoczhBIiLxr,D+,2025-2026,37
GKpAtTEGx0L2,D,2002-2003,20
eKcSC3o0QG72,C,2004-2005,57
S9xncEre3oDu,B+,2019-2020,1
FJwhUnaqmy18,C,2016-2017,26
tbzQiQs8dW2X,A+,2006-2007,6
hUELreiH2KrV,A+,2027-2028,51
mBpshrH3oH0x,D,2025-2026,64
jaMEKRKkfCg4,A+,2008-2009,2
R68DKc4Tn3z5,C+,2008-2009,74
VSrTNwlRwsSt,D,2004-2005,73
HBNFnS1Hu73V,B+,2004-2005,2
HbbIuDxpwtPk,A,2015-2016,25
57mOfpHmEZn9,D,2022-2023,56
g7PklpePBtin,D,2020-2021,55
LgVLYHXsA57o,A,2025-2026,46
PbPTuBYldZdJ,D-,2009-2010,57
l6Syc5JAL8O5,C,2002-2003,64
CnsztDaMcqhb,F,2015-2016,42
iOLORoNjfMHL,D+,2004-2005,4
LMqHIH9Lni68,C+,2022-2023,34
c3GLio4XDj0E,A,2012-2013,69
ph5TXOOjwngj,B,2019-2020,63
iBOD6pZkmvAz,C+,2019-2020,51
uoSPyDjl0CJ2,A,2005-2006,75
9CMjFZjh3bt0,D,2026-2027,89
Ts4z54jcI1cK,F,2008-2009,49
cNxN7BoxDoWm,C-,2004-2005,80
yXOpMDmNSbWU,D,2012-2013,79
yCaXhs5JcMUR,A,2014-2015,72
GdS0g7tJpzVD,B+,2002-2003,19
Pr2aBefyjJfp,B,2018-2019,38
J8aHA9a2w2V3,D-,2007-2008,69
BtHBPoeYqbka,C+,2016-2017,20
WU4vA7L0R2qM,C-,2008-2009,62
64Ab4wxU5KaS,D,2018-2019,8
fSWaaK9SK8sh,B-,2005-2006,67
CHFr5fCBUzDO,F,2014-2015,67
9DICWMMaKAad,B-,2018-2019,85
TGKdirW0Mn2i,C+,2014-2015,59
Fc6scLMJo0tn,A-,2025-2026,61
2D81hhvGM3AD,C+,2020-2021,72
Df6MdVG30u3U,D-,2027-2028,69
aSMxXa02prJo,B-,2019-2020,1
U2vfHLml4l5y,A,2001-2002,67
5jggOwmrI7al,B-,2019-2020,67
3EGEdlKhXJt2,A-,2025-2026,21
oZ633u1W9qYy,C-,2016-2017,31
BHIev3NgpKGf,A,2006-2007,66
L3OU8ar3S9If,B+,2026-2027,49
AqEqQ6qkHF4Z,B+,2006-2007,40
juLU6cCYsXuR,B,2004-2005,15
RKyBJFIgimmG,D-,2017-2018,56
Qd5l84BZg1BR,C,2011-2012,76
9dhEVegyCyTq,C+,2001-2002,49
tayOG09sYXsW,D-,2016-2017,9
uokZTNKhcuoc,C+,2003-2004,11
UfyCOV6uD972,A+,2005-2006,79
6IX3e6ZmCvsc,B+,2022-2023,100
UJXIOERkRbh1,C+,2007-2008,12
aPS1QptjLZD3,D+,2015-2016,48
aT0S5PGk1Ybh,B+,2020-2021,87
XxAQWCZs7MfK,D,2026-2027,41
VDAmXspVZVZ5,C+,2020-2021,69
iyXZtnUsf3iS,D-,2027-2028,11
J0ygAgXJq2F4,A+,2012-2013,64
6VqkabL4tH8m,D-,2016-2017,31
M0ZURX8c8KdF,D,2027-2028,58
jnBAnmjIrY2b,C-,2021-2022,61
SPvVb7Koy9lD,A+,2014-2015,30
gCNI92cqOobS,A-,2015-2016,31
PKVFqVRvG7ns,B+,2010-2011,99
1s2ykYjaTVcX,C+,2003-2004,10
m1d2rEK1Txr6,C-,2024-2025,78
xsDhxb3tzo0c,A+,2008-2009,20
1rFYKTCeWoh4,C+,2024-2025,54
x8ArbvvHzQxC,F,2011-2012,47
h3gibXVVrAtF,A+,2005-2006,38
6W0wX69t0D9J,B,2013-2014,93
NV1ubWTd0sB8,B+,2020-2021,42
d2Lde81jmPxZ,A+,2025-2026,20
ns3VwQy1XJyM,D,2006-2007,5
HK4OnggKwLFG,C+,2006-2007,98
zyAr7n6leenX,A+,2014-2015,73
9J78ZbMIfDlU,A,2007-2008,26
lNoyKctK0rQh,A-,2005-2006,99
C2DlZLLIazPa,C,2017-2018,1
fTJHnxN5xhzP,C-,2024-2025,87
ECOuVaGXhePi,B-,2022-2023,73
t3kOyac8zUJs,C+,2006-2007,83
xxEh3tZa6hz3,F,2002-2003,78
IgEqPOrT3AjA,C-,2022-2023,84
7WNKq5Dv6m5m,D-,2008-2009,100
8d0CHP4TInYB,B-,2022-2023,47
kU64PDXrcQmI,D,2010-2011,88
ZUErgaayYk8U,A,2007-2008,38
XQy96jnO83uC,B-,2002-2003,17
hf1AB8XC8Av4,D+,2025-2026,91
pGjONQ3QDLTz,A,2021-2022,40
Hg3QgdZoddTN,D,2025-2026,59
hAGKZVu7GcGD,D,2024-2025,87
7JhMDtqgRPFm,C-,2014-2015,96
Pa3sWp65i1Px,C,2008-2009,98
cORRI5HWzxxA,B-,2006-2007,68
eSMDdMkvxzOq,D,2017-2018,87
LPjQp19N6cby,F,2009-2010,65
09DTJMrfQ677,C+,2003-2004,75
5g9fTB5p9jtr,B+,2024-2025,31
ZgZH9Qbpatdi,A+,2014-2015,27
23DrcJ4sDZAy,B,2004-2005,61
Fom5F4t3N2KN,B,2017-2018,62
lzqSTiBEWAMO,D-,2013-2014,71
Gq0xQYnbEOdi,B-,2015-2016,58
ofzv6CirjaGQ,B+,2001-2002,89
wdgvna2EKLJw,C,2010-2011,2
afXIcDJLyP1U,B-,2021-2022,62
yQsaTpD2G0yD,B+,2027-2028,36
noKEsQuXMANC,D+,2005-2006,16
13wcPCDNswi0,C-,2003-2004,38
fzqJqL75YZ6U,D,2012-2013,71
Pnc66B1UjCp8,A,2020-2021,69
S0QxudUpjv7B,B,2016-2017,79
bdBNm1zZNbMp,A-,2009-2010,88
fXGE34c16HsK,B+,2008-2009,56
IVZo30OM4OLC,A,2027-2028,57
FFRKXud79e50,A,2012-2013,62
uT2Foa6WXKL6,C+,2005-2006,3
lOMycur5JIrY,F,2008-2009,100
UZI01UEZLwo9,A,2006-2007,70
nQNWrqE7qHu3,B,2017-2018,49
FYdPlle8Pyvi,F,2018-2019,85
GvkJdjzyx7hc,C+,2022-2023,37
fcztVGJAbFB0,D-,2002-2003,86
V4BdWoVoHrRn,A-,2007-2008,81
smRaeu00TfBf,C-,2012-2013,55
DNsmYtAOJg6J,D-,2017-2018,86
pFOre5I0qpZA,A-,2001-2002,96
Jxps0UNAu3iq,A+,2020-2021,58
HZAh2bodlkDD,C,2013-2014,9
G82oELFTsFM5,C,2025-2026,35
CrvbkdjlmnFu,A,2005-2006,10
91pduehoGvUb,F,2022-2023,63
8VRZ8A2146Ce,B+,2019-2020,57
NtXPEJbX3iov,D,2010-2011,78
gAdex3hWOZUn,C+,2019-2020,89
HF83nTZjSitg,A+,2025-2026,20
opdv4gAHhaFm,C,2010-2011,61
uOT2BLcbn0Wi,B+,2011-2012,98
vFgdcgIfsLB7,F,2008-2009,79
hkrCqKJH3J2a,D-,2021-2022,2
zz0krsaIYnxf,C,2025-2026,80
oit3An8KG5XS,B-,2002-2003,10
EbTwSn3GVedM,D-,2004-2005,53
rKCdSqTcNNlZ,C+,2012-2013,53
uLLrcwAlAqUw,D,2018-2019,17
hPzc0qtU26c5,D+,2012-2013,81
hajQ7U8Msfnw,F,2019-2020,31
7Mev3POmMNpf,D,2027-2028,89
FVzwc7506XFx,C+,2026-2027,1
FdpMJhjJKIgW,B,2027-2028,61
PlZvvN9iczLu,D,2006-2007,49
pXVhuvJU6Uxe,C-,2005-2006,58
Fpdd0NGCws8q,B,2021-2022,63
li8HzqgnCVCW,A,2010-2011,82
Gd2y2iQQpY2j,F,2002-2003,70
0lkHWuZBHp1g,C-,2010-2011,3
cwgt8YtNvlvM,B-,2002-2003,63
DyXLeCVKfFwB,F,2017-2018,43
UJtSxIvPDVtY,B+,2008-2009,24
u1eSuSkKm1uk,A-,2023-2024,58
fEBbbDEfXNEJ,C-,2026-2027,17
l8yqnnV7ScCP,B+,2022-2023,39
RJbXq1jkxqZY,C+,2026-2027,77
gHO99djLoCY1,B,2001-2002,58
sF34w0CmUtZC,A,2005-2006,70
VkyN914h6NBf,D-,2009-2010,65
DuBRef25mL51,B+,2022-2023,21
3O2wbb0m4MXw,B-,2012-2013,34
Bc8GFhZLJGor,D+,2001-2002,97
hQRFXuAlH1ai,A,2019-2020,85
fcg3FLAyGycm,B,2010-2011,77
sQgFzavfigyu,B,2007-2008,93
SvNW40agLxl9,A-,2020-2021,48
Ttx8kN4V7jl1,C-,2003-2004,38
zA8AhinqaWwH,D+,2021-2022,41
W4hvEi0EgaAB,A,2022-2023,4
OGeRAGxGhZPt,D-,2027-2028,49
uy4ZsjHhwdjw,D,2009-2010,13
tqXdIoc7sgK7,A,2020-2021,73
9nOjAM9SPWpB,B,2011-2012,36
50fXlPy7TMB3,C-,2025-2026,91
KhYQzG6txZ8p,A-,2015-2016,48
9hUA84jm7f1z,D-,2026-2027,32
asZpeJ9XkNAu,A-,2023-2024,10
IRl1yxxoK4rF,B,2023-2024,6
jxuwRqcFhdVF,B+,2008-2009,53
HpzY5Qm3ncXY,B,2022-2023,92
mD1t2EHBpOIU,D-,2026-2027,12
HQF89ypo0cTB,B-,2006-2007,16
OX0RKzph2q2o,D-,2012-2013,18
sik4jcRxEO54,A+,2014-2015,30
9MO9jZlvZkVA,D-,2009-2010,88
DQ3bmFPNdA9f,B-,2012-2013,23
sm4TIhgS5a01,D,2020-2021,17
azzgZ0en33Sy,B+,2012-2013,20
Akl1hAGw43Df,A,2014-2015,87
o84ZYeHcIIpA,D-,2018-2019,34
joZlzNM15y1w,D-,2003-2004,75
pr8KycRlvsqa,B-,2005-2006,25
whHRbXgrfj1h,B,2006-2007,74
7t1MG811ZRMA,A,2011-2012,82
pr93SIAFHdgd,D,2002-2003,4
k2xuEycDIJ92,A,2008-2009,16
hIGxYiT7y3Ad,A,2008-2009,48
wu3cEqU46TNd,C+,2003-2004,70
xhRQyvjdF9tH,D+,2024-2025,48
QYZLL3RZodB6,F,2024-2025,4
uAWDdK4OGG9p,F,2025-2026,67
jltkOOQy5Tqz,C-,2017-2018,100
pY5haiALKAcQ,B,2018-2019,97
2XmjwxQMIr7Z,D,2005-2006,84
hiZHzzgS8bMm,D,2017-2018,69
skh1VWHpOQRQ,A-,2026-2027,25
CJG1nElf7k4T,C+,2023-2024,72
Spj45Y7M2esu,F,2007-2008,83
fLylNxoPfdEc,A-,2012-2013,11
PUgvNckwgSNl,C-,2001-2002,22
VrLNfXOrOK55,D,2025-2026,45
XGU2QoolCbFg,F,2001-2002,80
xNoGKrddf7AJ,A-,2022-2023,77
x9NAeZYKxVbp,B-,2013-2014,11
vW5QAsQxEiLt,B+,2003-2004,51
Gc8mUvSmGp21,B,2021-2022,38
bNEi7Mrcb6VG,B,2013-2014,66
lAjjI5KfjQlK,C-,2018-2019,56
3TMGr7nye6mo,B+,2012-2013,99
9LErGzdQU3gT,C+,2006-2007,46
dmVBesGFfPUn,B-,2020-2021,20
FgRXg7Xzvjk6,B-,2017-2018,6
xg1TbyGBwFzA,D-,2022-2023,11
jM7Q7Hn2VUOQ,B-,2006-2007,61
IJhgaH78DaAu,A,2015-2016,30
2TKeERzFG6Jr,D-,2017-2018,27
GRedr5XCCFnZ,A-,2001-2002,73
aawT0Hbaxb24,D,2006-2007,56
SOpm2qJ0TLDf,C-,2013-2014,77
ihJS6WKmMqUl,D-,2003-2004,82
wcnHOoh74OxO,D,2013-2014,67
dujjUCC1PEZU,C,2014-2015,4
WgQAzDmzjiUb,C-,2001-2002,6
ESYzp1dJHYUT,D-,2017-2018,36
dZAmqQ7VToY9,A,2019-2020,25
5ULqXfqGF7CX,C,2003-2004,18
cns0JJQo39PG,B+,2012-2013,55
gaQbZYKV4OMz,A-,2021-2022,12
LeRbl30lJE6f,D,2024-2025,38
ZeL2Js3yK4MA,B,2020-2021,71
wzygHPh5fLqx,A+,2021-2022,88
Vzgytf2mjBsV,D+,2016-2017,91
NPLAB89pvYDt,B,2018-2019,5
tiD0SeYbyGiU,D+,2020-2021,53
unr24hrPvqgp,D+,2020-2021,89
sPY8FTFjsntY,D-,2010-2011,59
Yws1FeCxIYih,D-,2010-2011,83
KHRVdxBkbayO,D-,2016-2017,81
1KwWRc2OUAN4,A+,2027-2028,90
Kj9DqjCsKohQ,D,2013-2014,64
Cf5Kpf75Qhde,A-,2020-2021,75
V7GTXwIoMW3m,D,2006-2007,54
PVDrgTjQeJPE,B,2019-2020,65
fjdBUEFe6nAU,D,2002-2003,68
5rj6budNeY9K,D-,2002-2003,53
VU4kxggboN30,A-,2017-2018,92
qqyyLeQJ38lp,D+,2005-2006,76
Ggg6jWIMp5tv,A-,2027-2028,11
H9xcQ6OTgaec,B+,2014-2015,88
koRkz7JBDhfT,F,2004-2005,48
zjTaII9XB3vO,C,2014-2015,11
4YaTrVhMHVtJ,D+,2006-2007,9
G7znSS993Cqy,A+,2003-2004,69
C9Qp5Z6hs0Z5,A-,2006-2007,69
f68zUnPzFtS9,A-,2023-2024,68
Jk17t0VVO2Uq,B,2006-2007,69
y87ZRp3tpi3t,B+,2006-2007,69
SAKbVhzUKsC8,C+,2014-2015,19
QiOpia2O4P58,A-,2025-2026,12
tuOL07VoR7Fj,D+,2010-2011,46
kPqxP1LJpBsj,A-,2005-2006,86
11AczhIveQFI,F,2005-2006,64
wGz9LD1lOyqE,A,2012-2013,59
a0e1uO1PoQp3,A,2026-2027,32
sUqKZ50sZ01n,F,2020-2021,47
E0Oocf2TSPBd,B-,2019-2020,43
4rsyl16ACBaJ,A+,2017-2018,23
07wdcv2fCaqK,D-,2019-2020,4
YLTHS1mWsdQR,C,2010-2011,95
0oxEc6xL9vjR,C-,2014-2015,31
s5uR3g1bLVRQ,A-,2018-2019,67
vVxfykMwkoUn,B-,2025-2026,6
In3ltsXJzBij,A+,2018-2019,47
yo0lAnyeynMI,F,2007-2008,83
0jz6GJS4OScN,A-,2012-2013,30
xMDghnsQUXjP,A-,2020-2021,9
Nwr6cQDR4Qok,D,2004-2005,85
R4MyWzLERqHK,D,2018-2019,44
2QgDlRcPju0T,A+,2023-2024,54
k4G2XC4rbCGz,A+,2013-2014,35
pMhC4KjwHIes,B+,2002-2003,58
juRT3490TNkl,A+,2025-2026,43
BAc6nHmBONkh,B-,2021-2022,71
c4Ti7ve0uj53,C-,2006-2007,97
9htosaxH8qow,D,2025-2026,46
vbn0vcW0iCEA,F,2022-2023,21
eBn5Q0X7RCkY,B-,2002-2003,12
6XSO7loTnXFL,B,2027-2028,6
wNaUiPHIbajp,B-,2023-2024,72
UCN27Xip0K23,D,2018-2019,64
BwQ3sN6er0ku,A-,2009-2010,94
GaxcqaWXrgAa,C-,2018-2019,23
cNacir2BeOM4,D-,2005-2006,79
yTfnIIRrqFij,C-,2025-2026,45
qNVpSvzyQj3q,B+,2027-2028,81
sRLcVm5YsQdF,C,2008-2009,70
c5V4XqTSFMr8,C+,2012-2013,34
d9uF424eqrqy,B-,2013-2014,13
Ms4wmR9ckK3e,A+,2017-2018,56
g82wAgpNeMx5,C,2011-2012,16
0whLqSYJbwod,A,2013-2014,9
kHfXUYHOznIl,B+,2002-2003,26
0GZCjUaa7dII,B+,2021-2022,83
qWlxjCPho8fR,D-,2018-2019,5
2ooaaZixafDK,B,2012-2013,97
XZ8BtfNZBP8D,C,2009-2010,56
7tyfOhBA0rUw,A-,2017-2018,52
NiuKnoG4cjXn,B-,2009-2010,98
yuSGq5v97UTY,D-,2027-2028,77
TIEQetjNMUgi,C-,2007-2008,21
Y8qNXP0Gh8LN,C-,2015-2016,62
ZCgbmq1VBBSF,B-,2006-2007,51
94sLs18AVpy3,A+,2001-2002,66
xjzT6dAqoTPY,A,2027-2028,55
ckKN1PTSZAJ5,C+,2025-2026,69
6pV4UOTpdLvB,C+,2021-2022,93
4LXUw6WejBIb,B+,2012-2013,32
osQPfKoeE9dg,D-,2018-2019,49
K1rpOK9savhW,F,2020-2021,63
GHaAu4fhHNZJ,F,2021-2022,87
M9lS55NzxXIe,A+,2013-2014,26
ocTACkyRqtWR,C-,2002-2003,12
B8cJal4HJQwE,B+,2018-2019,68
viH67OQsD6aM,F,2001-2002,84
zrzO46hyt2pj,D+,2003-2004,61
oHfxAJqjvrDL,C-,2025-2026,35
3Cv57nU6uSGw,A-,2018-2019,97
1aV1qKBu68zH,D-,2010-2011,25
QpqLMUOdLCYa,C-,2017-2018,19
FP7AVPeDexWB,D+,2013-2014,74
MYLOz79LKUT5,D,2006-2007,16
A5hS8WmhNY7d,C-,2007-2008,37
Ad2v4DFSwhy1,A,2015-2016,58
FrAutx0SPYSv,A-,2012-2013,9
xcLwvY1IEgAI,B+,2025-2026,78
ACavNiRaulM5,B+,2014-2015,92
5jSARLKe6iXN,D,2006-2007,49
k18ee2px4Vcn,B+,2003-2004,27
IbvNbSh1DEsD,A+,2027-2028,69
OW3muVCU2LKV,A,2016-2017,16
Fvk3z15rCcT0,C,2005-2006,9
So9FctCcqyfV,B-,2007-2008,90
7Or0V6nPKpEi,D-,2017-2018,46
fevCii4QONZq,D+,2022-2023,88
giM127LgcM4F,A-,2012-2013,7
Fb8qRwTX0hnI,A-,2026-2027,80
zeLkM1ij8gqt,C-,2026-2027,50
uoUpR8N37bZP,A-,2001-2002,85
AlJswiutqV86,B+,2002-2003,73
0tOB876Bn3wz,A,2023-2024,20
rmb0sSfhtd0m,D,2018-2019,60
HrHvCVIcB1Kl,B+,2013-2014,73
xPxOsDzONHXL,A,2013-2014,53
2h6nSiArUQmf,D+,2015-2016,97
fruuqiahmK6T,C+,2023-2024,95
F9l3lN7V3FPH,B-,2020-2021,93
HFasZVPzH79Q,A-,2024-2025,36
zuzY4HwVwSvv,D,2001-2002,68
2K53MJIEsxTB,C,2017-2018,43
OcyoWWhfNxnU,D-,2021-2022,17
tfBMV8wfsVoc,B-,2020-2021,99
W5ZriCJgWm98,B,2023-2024,33
lt6IIN7olAr3,A-,2001-2002,15
NbCkTaqc5LNu,C+,2024-2025,57
dIG7TCDtRr8o,F,2027-2028,80
kk0XxUlG117N,C+,2002-2003,88
FtG3Osu7Cw6E,B,2024-2025,23
wMlMzwarhzoj,B,2002-2003,89
PQBMZXK2MhKV,C+,2014-2015,40
QZ48ohudQ2vO,A,2016-2017,61
xag1m6l2aNQK,B-,2025-2026,18
X1X3ushCBO7K,B,2026-2027,74
TIi8E1LOkjRL,B+,2013-2014,12
k5N3QDd5pOXT,B-,2001-2002,92
QRVJsMB4srWl,A,2020-2021,75
kRFtNGDC1cYh,A,2003-2004,6
MvnzHINmMtfN,D,2027-2028,36
oQqlVLbiB6tM,A,2027-2028,68
JlJ4Kuu6X4IV,A+,2010-2011,62
OcD4BaRpQNW6,D-,2011-2012,3
BjtpWZwDMkVf,F,2026-2027,46
wuFp8L75aUBO,B,2016-2017,53
lXkMkGE0MZKT,B+,2002-2003,60
wpKjRnDdurbp,B-,2002-2003,31
7LHdVOaa6He1,D,2026-2027,58
FXnVf4DA73Gz,B-,2022-2023,34
FTXQTX9o98lK,B,2011-2012,35
O2sriemMczBp,C,2015-2016,68
MT9Gio5zGetj,C+,2017-2018,1
kmAVaizvU62l,A+,2027-2028,74
BpFyzhbjneTy,C+,2010-2011,20
BJKugENVgegm,B+,2021-2022,32
WLsw1Q0woEyO,C,2001-2002,93
4cQEcvuXUsvQ,A-,2005-2006,48
K549FENDWgX2,D,2015-2016,43
XF7ba4AJYyqN,F,2006-2007,10
ChOfLpFbLwIv,B+,2010-2011,63
J5it8mQCml5R,F,2013-2014,57
HZEvXzkTuwrG,A-,2003-2004,93
tpckFUcIIWnE,C-,2009-2010,63
AtuitCsu0E0T,C-,2012-2013,63
QvBzenrcaPWB,A-,2017-2018,48
wSkjhgjHnNln,B+,2021-2022,39
iIJBKmmWFMax,F,2004-2005,37
EWs0Rcc1i4R1,D-,2016-2017,12
Njocb8v4ezuC,B-,2004-2005,8
FrMchSVbhpm1,F,2024-2025,35
2W1bIwImyokt,B+,2001-2002,41
I7TNRqNPoc4G,B,2006-2007,53
0f4j5k8kVmcM,C-,2027-2028,28
3N32KUShCYhc,A+,2025-2026,52
g00x1gvUifkF,B-,2008-2009,70
0ofHoQ46nhwP,B-,2009-2010,56
jKxKgXTN2ulA,B+,2024-2025,60
vVgSsY2xF0mD,A+,2011-2012,7
nkq77WBRiblI,A-,2026-2027,60
SwLCKfiGkGSp,D+,2010-2011,48
N8pcFyrA1bRC,F,2017-2018,16
FtFw1JOt3jhd,B,2009-2010,97
WLI4dlLzh4QR,A+,2009-2010,53
3iJ5oqzzKKnG,C-,2001-2002,12
znLnJ6a7Ptdk,A+,2022-2023,75
42w5S6afkrf9,F,2026-2027,84
ALC3zHlYCs3x,B-,2007-2008,62
agbDP0u3rE1B,B+,2007-2008,18
on9VjvsYueQU,A-,2015-2016,57
UQkAXALVXSPZ,A-,2019-2020,85
AALM0YVlgN4D,D,2010-2011,50
qxRtJJ7qH6ag,C+,2002-2003,62
WU5up0xrOi8q,D-,2001-2002,2
kJQs9ZupvoLE,F,2015-2016,58
Hmg71wxmQQJI,C+,2019-2020,57
yBWqkLy1yOyY,B+,2005-2006,77
VqQmiLHKicNj,F,2023-2024,75
0Z8BQhRsPaez,C+,2022-2023,92
eAPUsTDekVV0,C+,2009-2010,70
OQXiM0AXv2bU,C,2007-2008,60
cwCfRIk9VfWW,B,2022-2023,73
17BTZP6lDhc4,F,2009-2010,39
vDfGDXMykLTU,B,2002-2003,44
5ePSgYTehMsD,B,2008-2009,12
VItfTWL0dSAI,B,2008-2009,86
swXhOi0DwaOw,B-,2010-2011,41
t3Xv6qm3oAic,B+,2017-2018,25
WDUs1CGewr7b,A-,2004-2005,61
vSihe3nVFRgi,B+,2022-2023,19
xHCZHhykHXOm,B-,2009-2010,59
IE7jt5aWYnUi,B,2013-2014,53
1pl1fV6cnDyV,C,2008-2009,98
2jlohNnLNmgo,A,2018-2019,24
RhSUH08XafSH,A,2015-2016,6
6GR8reZkfmpe,B-,2008-2009,64
gbXN3poGwv5T,F,2011-2012,97
skGt31Pn8rpk,B+,2004-2005,72
OimGgM8kHmt3,A+,2020-2021,52
oA50g80SiEwX,C+,2020-2021,96
6xT677NrK9yL,A,2014-2015,85
Stztp103lXAe,D-,2013-2014,15
ipm55x5yjgL9,D-,2007-2008,65
22hoacLK56aq,C-,2007-2008,96
ZQjFqMCVnNTp,F,2020-2021,21
h1c7IwSUFhiV,A+,2009-2010,28
x5E5hcuHEiGy,C,2027-2028,4
ybueUcgXJzrq,A-,2014-2015,5
gRg96RO02os2,C,2003-2004,97
FmTaai8rdX9z,D-,2017-2018,13
JNEGNcDMs2WS,C,2012-2013,90
8FsyHPx19yIG,A+,2022-2023,76
64vDqpNGkAHB,C+,2022-2023,69
jo2QcGcPrkye,B-,2005-2006,8
CFxf1XOYEGBR,A,2009-2010,2
QNuVMJD31zUv,C,2008-2009,5
sA457ZJl7p4l,D+,2022-2023,53
etioKHNIHwYK,F,2023-2024,55
PMAkDQqcrWDD,A,2020-2021,25
Tfeukh88orlt,B,2001-2002,29
gAUlsD5wqwq4,C-,2018-2019,32
yRfrCgo0UthN,C,2010-2011,53
ete4qvMOGiFQ,B+,2008-2009,47
uRMELWH2SN9W,B,2007-2008,40
62LnkrbydGQW,B-,2022-2023,83
GlZToLg07bBg,D,2009-2010,20
pRr2HfrpPSaP,A+,2018-2019,84
5Dx7hKYn77pt,F,2008-2009,26
fH8dTKw4T5lG,F,2017-2018,45
sTjpIQerXrGX,A-,2020-2021,61
TXEwWqg8IGrq,A+,2004-2005,36
5Axs3Q0d47Ob,B-,2017-2018,18
olD8eMIXD8mM,C-,2024-2025,46
vXC4xXgYvXeo,A-,2015-2016,83
ClROpAcgNUJj,A+,2026-2027,96
BjMU8OS12mPn,C,2014-2015,35
3nLy8Gavz1UX,C+,2004-2005,46
Xtq4YdLMVlvr,D+,2006-2007,9
xdkIpo9RERoB,C-,2006-2007,42
Zf8Yn54QHxGA,B,2025-2026,89
Le2JfxlA3u1x,B-,2010-2011,48
7cHlu98DBuSY,C,2027-2028,6
c5AyUNM4uErX,A-,2003-2004,15
xmXTh33vkU5X,A,2010-2011,71
ebGblRD1mVo1,C+,2008-2009,12
OFer4YQ6aG7v,A,2012-2013,9
CuqhteQQW2ae,C+,2024-2025,66
1Dw06FLKDisj,D,2019-2020,59
